JobId,SessionId,Status,Reason,Created,Usage (seconds),Type,Compute resource,Instance,Tags
d3vlrimqp30s73bfhk9g,d27de4e8-0020-42da-a3ac-25afabbf343e,Cancelled,,2025-10-27T11:55:54.36793Z,0,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlrci1uoqc73avg600,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:55:30.379287Z,18,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlr726n63c73dn5l3g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:55:08.46859Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlr1eqp30s73bfhjq0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:54:45.7502Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlqs26n63c73dn5kp0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:54:24.680012Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlqmii5sqs739s38jg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:54:02.918644Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlqh21uoqc73avg57g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:53:40.825704Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlqbqi5sqs739s389g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:53:19.206371Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlq6i6n63c73dn5k5g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:52:58.262679Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlq121uoqc73avg4pg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:52:36.574428Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlprqi5sqs739s37r0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:52:15.323309Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlpma1uoqc73avg4g0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:51:54.022856Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlph6qp30s73bfhifg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:51:32.687226Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlpbq6n63c73dn5jeg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:51:11.850988Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlp6a6n63c73dn5j8g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:50:49.143041Z,18,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlp0q6n63c73dn5j30,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:50:27.627718Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlorii5sqs739s36ug,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:50:06.096475Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vloma6n63c73dn5ipg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:49:45.441016Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlogq1uoqc73avg3f0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:49:23.833283Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlobii5sqs739s36gg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:49:02.776946Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlo6ai5sqs739s36bg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:48:41.426389Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlo0uqp30s73bfhh4g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:48:19.266678Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlnra6n63c73dn5i10,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:47:57.211984Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlnkq6n63c73dn5hqg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:47:31.382666Z,21,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlnfi1uoqc73avg2h0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:47:10.766415Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlnai1uoqc73avg2c0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:46:50.079903Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vln4qi5sqs739s35e0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:46:27.886697Z,18,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlmvii5sqs739s358g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:46:06.697805Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlmqa6n63c73dn5h3g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:45:45.60604Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlml6qp30s73bfhfug,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:45:24.76949Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlmfqi5sqs739s34qg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:45:03.588043Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlmai6n63c73dn5glg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:44:42.54Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlm5a6n63c73dn5gg0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:44:21.387607Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlm026n63c73dn5gb0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:44:00.385447Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vllqi1uoqc73avg120,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:43:38.293091Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vllla6n63c73dn5g1g,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:43:17.559788Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vllg21uoqc73avg0o0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:42:56.209282Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vllai6n63c73dn5fo0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:42:35.066147Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vll5mqp30s73bfhekg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:42:14.43005Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vll0ai5sqs739s33g0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:41:53.195426Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlkr26n63c73dn5fa0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:41:32.526424Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlklq1uoqc73avfvvg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:41:11.222527Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlkgi1uoqc73avfvr0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:40:50.445626Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlkba6n63c73dn5erg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:40:29.376751Z,17,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlk5q1uoqc73avfvh0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:40:07.96895Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vlk0ii5sqs739s32k0,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:39:46.289191Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
d3vljr6qp30s73bfhdfg,d27de4e8-0020-42da-a3ac-25afabbf343e,Completed,,2025-10-27T11:39:24.915376Z,16,estimator,ibm_strasbourg,crn:v1:bluemix:public:quantum-computing:eu-de:a/d4f95db0515b47b7ba61dba8a424f873:34812b30-941c-4611-83f0-bac4efc541c3::,"NQCC-Q3, CQAVQE_DW8_exact, shots:4096"
